state,city,centre,date,capacity
Uttar Pradesh,Moradabad,Dexit Global Limited - Moradabad,10-MAY-2026,9
Uttar Pradesh,Moradabad,Dexit Global Limited - Moradabad,27-APR-2026,4
Uttar Pradesh,Moradabad,Dexit Global Limited - Moradabad,27-APR-2026,8
Uttar Pradesh,Moradabad,Dexit Global Limited - Moradabad,29-APR-2026,4
Uttar Pradesh,Moradabad,Dexit Global Limited - Moradabad,29-APR-2026,6
Uttar Pradesh,Prayagraj,Dexit Global Limited - Prayagraj,10-MAY-2026,19
Uttar Pradesh,Prayagraj,Dexit Global Limited - Prayagraj,27-APR-2026,11
Uttar Pradesh,Prayagraj,Dexit Global Limited - Prayagraj,27-APR-2026,15
Uttar Pradesh,Prayagraj,Dexit Global Limited - Prayagraj,29-APR-2026,15
Uttar Pradesh,Prayagraj,Dexit Global Limited - Prayagraj,29-APR-2026,8
Uttar Pradesh,Varanasi,Dexit Global Limited - Varanasi,03-MAY-2026,19
Uttar Pradesh,Varanasi,Dexit Global Limited - Varanasi,10-MAY-2026,19
Uttar Pradesh,Varanasi,Dexit Global Limited - Varanasi,27-APR-2026,14
Uttar Pradesh,Varanasi,Dexit Global Limited - Varanasi,27-APR-2026,8
Uttar Pradesh,Varanasi,Dexit Global Limited - Varanasi,29-APR-2026,14
Uttar Pradesh,Varanasi,Dexit Global Limited - Varanasi,29-APR-2026,8
Uttarakhand,Dehradun,Dexit Global Limited - Dehradun,10-MAY-2026,4
Uttarakhand,Dehradun,Dexit Global Limited - Dehradun,27-APR-2026,1
Uttarakhand,Haldwani,Dexit Global Limited - Haldwani,10-MAY-2026,11
Uttarakhand,Haldwani,Dexit Global Limited - Haldwani,28-APR-2026,5
Uttarakhand,Haldwani,Dexit Global Limited - Haldwani,28-APR-2026,6
Uttarakhand,Haldwani,Dexit Global Limited - Haldwani,29-APR-2026,5
Uttarakhand,Haldwani,Dexit Global Limited - Haldwani,29-APR-2026,6
West Bengal,Kharagpur,Dexit Global Limited - Kharagpur,08-MAY-2026,10
West Bengal,Kolkata,Dexit Global Limited - Kolkata,06-MAY-2026,8
West Bengal,Kolkata,Dexit Global Limited - Kolkata,07-MAY-2026,3
West Bengal,Siliguri,Dexit Global Limited - Siliguri,09-MAY-2026,2
West Bengal,Siliguri,Dexit Global Limited - Siliguri,10-MAY-2026,5
